a,b
467,40
7673,810
11071,4220
538,349
8984,8411
11591,10118
7498,6734
11705,10927
1661,2990
13886,3763
2281,11999
1856,1565
18518,7008
26921,5133
4482,1631
6732,5549
13262,1337
1547,1353
8361,3593
14329,12921
17995,6359
21427,18274
18812,9326
25431,2863
1422,739
26005,7148
3443,18356
8411,675
13268,4089
15234,777
1494,4457
11388,9455
4577,5641
22251,22222
21834,1472
215,179
11852,4322
21505,14488
185,132
7391,9
2130,3833
19288,18652
1296,348
8360,7444
22130,20871
28798,21418
16150,1468
21746,9781
25575,13798
1113,8141
25797,25519
7918,3328
22221,12531
28668,18943
28679,4271
29038,1413
20663,8913
2817,1326
9226,472
27574,7908
23542,2150
12591,6771
2414,2985
4604,6316
29260,18108
4869,9758
11164,3684
2489,2046
1088,3226
28458,15761
9259,3304
1939,859
12245,6334
2233,557
16737,6431
9434,12046
8332,1217
2799,1879
15951,1625
1140,725
18796,20729
3385,1434
13058,10883
23140,2179
7659,568
1910,604
24138,7542
2660,1182
15790,7293
28527,17457
12550,11539
10897,7269
13193,3725
16531,10600
669,594
4121,2065
3091,956
10912,7989
2727,1740
7053,23438
19840,13042
572,259
2612,2400
9039,8843
8016,6605
5114,1305
13877,6937
2973,253
6602,593
22130,2700
11965,991
25177,16627
3184,2466
264,2367
4963,712
8646,249
23341,13692
1009,953
1000,1296
2810,6483
18308,4001
28350,8920
6407,885
11748,8489
2255,898
27694,26270
4634,7799
17617,17386
1255,365
3546,451
6819,4001
9350,2186
2847,8111
4886,3881
7667,4994
17934,12801
12289,3100
4655,996
2694,2959
16892,13011
867,773
26444,21955
466,150
28489,23611
15287,12330
1608,4140
18163,17424
15425,4250
20862,3299
18927,2602
13542,5780
15360,11344
8681,1925
10243,7450
8168,5380
11109,9898
22633,3662
18400,18836
6442,3597
5302,1774
694,5800
5351,4458
11657,3263
3514,8774
13044,12177
1418,7011
9515,7718
14597,16951
13825,1849
499,10022
13419,10501
25677,5742
26695,4154
9304,379
28936,17602
12485,6477
1153,114
1335,1902
2798,1462
10927,7916
23224,13492
18353,12680
10124,6
3818,3769
6425,5356
19030,9203
20066,17248
24482,5249
5894,6882
865,4422
22939,2212
3480,8599
26272,14302
10704,3213
18406,16846
17786,821
18302,1301
8187,1742
1992,3797
20434,17595
3860,2976
19,229
19146,12303
16808,16755
10064,12309
23378,8639
2501,279
15942,18672
26395,23702
5211,23011
19942,8530
11782,7816
27880,20375
18565,3051
19582,1614
25905,14462
10935,8247
3224,1433
19755,8791
25395,23724
15076,6210
12819,74
12746,1942
10231,4281
1705,1307
2274,1161
1230,1502
7703,1905
15928,27364
2468,3405
24789,3273
9243,6539
8136,9991
18832,17882
15648,17951
9830,9594
23329,18155
4566,1333
335,443
706,573
265,2581
11417,6872
127,37
15589,4786
11562,15238
13188,8187
24766,4727
11654,5379
1511,6884
303,21995
25016,18648
10440,2397
13665,10752
16113,7537
15578,7372
7162,14610
3692,578
12801,9368
7814,2791
19793,12582
713,11348
28657,17322
267,393
2903,2525
20009,19376
6460,12879
10625,1990
59,43
236,2334
9351,3871
17795,10515
24168,13519
25479,20590
397,14776
10492,7376
6274,17791
13898,13657
824,792
8479,301
24606,17514
14095,466
3486,2718
19747,2503
1750,1471
20834,18877
23206,23060
17286,6231
8111,11822
1623,2925
10835,693
9170,9943
23346,14327
25359,12226
5994,3626
3595,2888
5139,4359
11326,1769
11725,9775
11787,105
10215,9642
815,809
5954,632
24947,7146
13084,5868
15205,15140
6342,3944
19546,564
19884,11328
2232,3355
1526,6458
4277,8444
508,1640
5288,6121
180,103
26429,15714
182,9318
10138,2919
13820,10618
13224,6619
15,12613
27782,11696
20643,26552
12394,4648
21431,11359
14968,4678
12145,17470
3756,11889
4739,10611
2285,1235
12406,7755
9272,5974
8932,2516
20352,3816
17072,15244
19418,9621
8103,4597
3917,1229
21021,6056
24682,18000
24867,23626
9838,4728
2002,1553
10818,8202
23356,22504
25728,4556
3759,4614
14587,3594
9121,5171
29710,25432
24715,17550
969,518
2972,10456
2550,2563
13477,8351
531,4048
21882,19318
7794,657
11414,3861
12489,11079
9190,20115
20424,14072
14544,5221
8382,21120
6486,13
3852,3609
25433,14054
20123,16977
12080,8501
7816,1297
14556,10650
24423,14845
7510,5440
16512,11612
16028,6322
16464,16230
14135,7690
9533,6227
12440,16892
992,813
2949,5749
23060,4328
5889,6333
8562,2731
996,764
1686,5986
23791,11949
20516,24659
23740,7421
283,911
11432,10826
184,1508
3579,305
1025,395
16102,13925
9710,6463
3301,2544
4002,9736
5229,2756
9081,51
2995,849
3088,4476
13473,7592
12824,14242
22992,15567
29278,5573
10708,6415
1784,4085
28805,28738
30,1
3865,2532
23,1224
2791,600
14523,6259
9612,1969
24383,21603
1270,1098
26654,6790
18340,1577
3014,200
1115,347
20121,17215
2362,13722
10676,290
28977,4445
687,12383
10833,5210
13142,8001
16344,11263
27603,11080
22860,14191
18521,4875
4945,4265
18866,9272
4890,9000
3472,3034
10301,11800
21707,8910
5084,26086
28929,25249
13257,6183
15308,14696
25871,337
3920,2864
23935,7837
532,502
1053,84
12744,6443
7265,2862
1926,3616
12946,16996
28600,9904
5936,571
26418,23997
2103,431
8756,2790
23201,17353
14494,8211
557,1226
4206,1375
22448,12042
4793,4184
16058,14697
13369,11948
23199,12534
2968,4610
10920,2514
15002,12045
25124,25076
24898,26062
20166,9456
9930,4201
20459,8464
277,596
23098,8910
6741,2400
1976,134
2711,5451
2668,3033
8241,6266
1807,307
19549,17252
2064,722
8453,3178
8503,575
24078,5541
3394,3282
5452,9824
10722,1320
1862,289
852,446
2172,54
6922,3052
15219,5154
29308,6260
951,442
20516,15231
1637,2743
18948,13599
245,275
2536,281
3456,28
17282,13722
2419,8092
26306,22857
5338,1335
24267,16351
20730,19645
496,791
13177,19148
210,29
5845,1316
4662,2368
10875,605
795,17242
5129,3125
8380,5354
4550,4010
10515,8721
666,3775
23317,9348
19803,16805
486,3756
29565,4655
13524,8465
4804,6656
13012,922
20704,8128
15827,16157
3817,4450
2082,9672
17590,1114
9908,14337
18388,13802
23865,23456
22096,17784
10061,10421
22141,10533
28019,1980
4220,11038
1895,845
608,2072
13767,1272
24199,16126
10658,1817
13957,12576
16523,2702
788,175
17476,3679
864,541
2614,13119
2756,1931
6240,14658
3293,700
82,950
1740,993
17582,4563
22626,5182
8102,959
16569,9254
6127,9131
6037,9631
3369,2609
9075,7530
11789,7530
5971,4232
28693,7246
24479,23878
1776,25065
3921,3393
8876,5400
18537,12733
317,12940
3653,1818
15988,3813
7456,6014
26438,15279
13396,4046
3798,632
1286,678
4866,2688
5422,417
17105,12312
16784,7221
24421,2908
29286,4912
1674,4866
1337,11786
20446,16844
6903,542
9701,22884
14017,10934
25401,22384
3714,22557
15203,2541
12964,11025
14863,21768
26206,16
11197,7619
942,13885
18952,3629
763,8405
14970,11991
7924,7330
24981,23382
11203,17641
1715,492
13170,9928
24610,10373
5620,3707
1728,1589
5537,1049
8001,620
5262,2398
8505,831
10100,6646
617,552
13120,5780
14794,871
29555,17051
24316,11407
835,3017
27103,2008
13016,10997
1779,2731
17197,15062
16773,2148
21157,3595
15779,9898
2277,659
11497,5322
28025,12717
13756,239
1653,75
25934,15811
7807,5534
24319,21377
6206,5740
7400,7235
779,68
13768,8044
10905,6917
1969,2849
5347,4789
2165,11300
8056,1453
786,2879
2570,12375
4648,4484
7039,70
11676,11492
9596,7153
24339,22195
7117,1124
2741,1623
8366,423
1020,214
16123,1465
14369,9061
24047,1707
15987,9081
19890,3219
3645,14382
11565,7180
1139,9
6527,3144
25536,21019
5576,4617
20256,22289
10394,12709
29378,24569
2897,695
809,581
21519,1294
5890,3963
707,290
5943,1238
1818,918
27439,16508
4206,9326
17685,17553
14639,7438
6552,2336
10756,8948
974,3499
4863,381
15907,6156
65,23
28144,8958
23117,3239
21863,13872
26052,23672
403,6272
3188,2194
3020,2876
1166,2792
17082,14585
27847,4180
21366,12305
1406,1352
22612,20062
4153,2766
3639,2458
12773,3323
832,2825
2406,5755
15492,3583
21877,15783
8836,5419
14825,13927
13068,6542
8680,1634
8516,7304
1142,241
6135,12669
15223,12328
24952,877
5068,11838
14035,1196
782,622
3288,6817
2856,1286
9857,2215
951,6305
3118,2486
9057,2837
1570,1501
9309,2471
17862,14884
8062,3040
13401,6885
402,15246
14078,7645
13384,1193
12316,10990
4281,789
3248,6094
13600,9888
2451,2268
4719,6679
13931,13768
707,535
18555,8786
26678,25349
27569,11830
16961,2441
20781,8285
20436,10440
19927,1612
27854,8587
12941,15756
1556,2745
6324,1283
4455,8742
21176,15673
28966,24834
19017,11985
7502,2563
22496,10270
11347,6324
18433,15454
23174,73
373,2042
16267,10187
26490,4308
19404,7513
5579,1559
11092,4527
5543,4040
23648,289
23486,20940
18031,15574
4639,2311
3512,7399
7162,3162
287,1040
25130,6770
23028,2482
16352,22525
5542,5454
10553,7178
14408,6958
10949,620
10065,2274
6419,5647
20345,16699
2580,6920
15280,7662
28139,1298
12318,23067
585,3355
4518,2045
16155,13429
12646,11105
4329,2355
1435,800
13099,1705
23506,18436
21573,15635
1753,2234
8356,18189
25851,9802
28543,25302
11473,11447
4522,19895
19025,5392
2602,1980
14450,10836
16604,8676
1175,10410
15653,5036
16721,9844
2989,10930
12072,11314
11234,1593
6280,20529
11833,10056
12071,7784
23935,5066
5090,3527
27833,2928
176,3568
14359,2591
10395,2990
23470,16179
12248,9083
16095,2736
10285,17488
10364,725
7530,3317
289,604
8463,8169
27758,5077
2075,2271
15462,14800
3003,2486
7947,1702
13137,5778
19233,6209
885,7727
28065,6531
19012,15571
42,2771
18909,373
11490,16193
28540,259
7912,9673
4605,23521
419,4018
16945,9132
6053,4795
2459,2394
28259,22851
19059,4957
28509,16659
19201,27533
21506,4116
14177,11878
4387,7046
2874,4231
9281,2205
8066,4165
10729,9491
27385,5206
7171,4475
28514,17454
7034,1944
14962,13590
21780,21196
26843,7413
11793,3434
21074,21304
27248,7523
18421,3287
11962,17853
18962,1232
19600,13211
1907,313
25968,9562
346,74
2731,600
21373,3043
11593,10520
24573,12548
25008,12760
4116,15323
21089,7135
16331,3792
2154,1387
21463,4490
27486,18357
6302,21669
15,5
669,3791
16025,15299
6489,18294
8952,8520
4561,11590
16351,5255
22482,17967
15177,4821
501,2908
27109,26796
109,59
20465,4642
939,270
83,1076
12381,13340
28732,6308
25478,19368
27639,11455
13290,711
21332,5012
193,3877
22564,4442
17704,840
5588,7635
11919,484
25244,1287
3079,2516
22237,13233
21286,18471
12991,7150
13457,3486
7845,4301
4437,1544
20290,3607
21341,8460
26368,1840
8901,3328
3167,2467
11799,5479
9609,8716
6914,8551
4083,17865
10749,254
14298,8713
15669,2321
22596,13919
12513,1886
21392,14002
23650,5019
25638,8655
19047,736
29490,2447
6311,358
24740,12463
6893,4698
12782,902
21060,19160
9045,9351
13316,7646
5146,4852
28467,3450
7221,2537
715,943
8169,6758
14780,4614
7795,12850
28431,24535
1208,796
7408,4027
2729,2116
8770,6530
14553,7746
9988,191
11798,11594
6760,6362
4345,3248
8669,263
10132,4535
27144,2083
8757,2656
21032,17217
13238,2033
5274,573
2986,760
29374,6364
28064,16805
17844,1746
2142,1741
252,37
2854,1843
21669,18884
21777,1640
12002,4476
15803,3310
9084,4701
7240,5782
8628,4063
20150,17900
4949,4739
7869,4726
27492,15671
15035,3813
25679,3600
17929,4537
4575,3873
20073,9633
27456,16883
1982,1303
20554,6764
17960,14356
10558,6481
26233,6804
20734,19795
23093,7782
5800,1381
18399,16288
9303,6564
1772,1314
11862,3417
9624,5756
5766,14140
4493,3792
9622,3911
20727,18607
20883,5260
3577,5615
3721,3461
14406,8079
15832,14953
0,667
16819,978
18693,15763
19681,8751
248,3267
10233,9787
364,8900
733,7788
25337,12091
19261,9411
13163,8312
11176,5702
9557,556
29218,26926
14685,10118
7428,4522
24388,3836
18451,14983
2641,12415
26399,5954
2873,18100
1277,4420
20648,24197
4029,4133
14376,1199
9996,1352
2900,1869
1552,1094
3292,479
7054,3100
12181,8687
21919,3937
15240,11735
27130,494
4406,3611
2999,1547
15864,11355
24645,8326
21317,18202
12593,7959
12495,1939
20420,15426
3701,2290
11851,5139
9788,2448
318,782
14015,2191
26976,18660
10302,1331
4639,5182
23716,3348
10136,10645
24618,15293
2269,913
24960,1472
28968,14946
2490,1338
25725,15145
21080,10363
3761,3188
9251,3039
11057,5592
19409,15669
6372,2041
6095,13540
10863,7603
897,2827
9961,3366
24544,20034
26196,19108
29048,2804
14233,7357
2192,939
28264,20334
567,508
17490,1528
17245,1397
4928,4870
16735,14519
22984,15399
19636,14130
19341,4202
419,709
16553,10203
4210,5622
4566,15227
9731,2804
8727,15304
4512,3495
20392,19893
6385,2709
225,1203
6970,1579
6542,4471
15738,3833
26440,18658
16211,1382
5,38
12478,3988
464,328
3566,653
17499,3501
28117,13225
3354,773
14234,5575
18955,9042
20660,612
5865,3840
12089,5291
23508,9155
2438,383
10084,3899
1988,5462
24330,5556
6206,7154
11139,7140
4440,2666
5406,2816
26979,21005
15311,5823
169,80
1112,760
20949,8415
3982,24553
88,32
2667,1892
2293,949
23765,22592
1171,814
3256,2799
1319,1394
27086,5819
16697,2432
14510,15087
23658,18006
7597,2465
5583,2614
12459,7883
13105,10172
9170,10351
14747,13330
23873,23440
24692,8468
14730,12569
16084,15435
24967,21053
8256,6722
3142,1701
19739,20704
9727,3051
16596,556
17311,12200
6064,3236
3852,9689
4579,1150
3408,5563
12372,11079
19608,19085
27622,6605
18422,15659
3960,1899
3992,2507
12892,12551
9147,8279
674,4806
18842,347
18797,13133
7473,3947
12457,1641
23607,233
152,2499
3270,11426
11797,2463
16088,14072
13054,10021
17423,15336
19624,13160
22546,9759
135,438
22952,16507
6627,3556
4394,9820
18766,7933
2487,3467
11227,10169
176,188
4245,1540
3952,2452
720,441
1527,1478
18819,2683
23678,18854
745,26
22180,14023
9493,416
581,1305
20820,7817
22393,3695
18172,4070
4622,8701
4986,489
2411,12407
28482,20025
1620,6948
1391,186
28565,20953
15732,10423
22369,8761
1347,160
1956,1042
12962,15956
7500,6885
18115,1468
22777,6114
24807,14045
4703,106
1923,16770
3994,18126
3019,1348
71,47
7810,9203
26897,12523
12575,8624
17255,14680
668,3
11933,11116
10552,1069
13460,3620
3667,13246
4331,16
15774,10465
3176,5091
9784,1533
1729,14166
2116,2323
7438,25022
4046,2739
17,0
5246,674
1396,1300
12909,13316
2197,226
18250,7599
16729,12928
16798,12305
16466,10143
7729,5133
4483,9639
6666,5762
11866,2420
17605,8587
10237,6612
1719,2697
8623,14470
9958,8226
2219,20
25629,12055
4819,4010
5552,2445
21072,8877
1400,4340
28766,28166
16933,16708
17191,11181
8637,17066
21702,12896
21011,7566
9648,6172
24982,14862
1004,574
1518,960
2493,21773
17344,2430
16203,13171
12465,1604
4269,5335
1596,209
17244,7403
11330,7954
6010,4419
1901,6661
2505,5417
277,99
7730,1210
27616,8291
15625,15552
23330,11398
29345,2243
5533,8693
401,820
6977,2289
9680,5998
2378,2326
11169,2430
4140,1430
19400,15618
17667,4010
605,1398
3492,3287
14345,23684
92,2183
9611,825
25758,23020
21510,3591
2927,1463
25711,4853
2303,5265
8471,803
2279,8883
599,213
1796,825
3298,8707
9296,1080
23525,19455
2952,1173
1346,2177
14512,22588
22246,7491
3675,3815
5881,6208
10558,9663
12317,5176
4033,2589
8176,1971
13012,15761
9154,3153
1158,356
1965,620
1382,1106
9506,7174
3200,1306
26583,26181
8538,3770
3946,3306
15744,4345
3834,2531
28131,10356
14754,2093
16581,6394
335,7113
12623,3332
8049,4240
1224,655
11609,5259
14287,12919
14349,1752
3114,6643
154,284
1438,662
28470,22734
9957,11063
18322,14593
670,1179
10886,6984
3599,1182
6290,2126
9159,7128
5809,6648
17178,6128
586,29
9043,11594
9246,8410
20498,2533
27845,13159
7399,2738
15565,6256
16015,12454
221,151
3231,280
2427,17288
11647,9086
14057,12089
21620,10734
25068,9678
8339,3494
25805,22392
3489,90
4315,204
11707,10348
15074,2720
1426,1693
7761,6883
6219,3412
11945,12657
15348,4307
15579,7045
16194,12941
6957,12766
561,4
11709,11355
5432,6932
3548,1490
20186,13490
6515,3145
7419,8634
26348,5038
22515,11549
15313,5853
2945,4241
4461,3688
646,10897
14142,4537
7796,10097
7856,715
26765,14988
7384,9757
11586,4425
9785,1636
9616,5815
11977,2908
22880,4167
23662,14779
26195,10607
25553,24694
3770,8644
4306,7201
22240,10868
1930,6000
2797,17956
14657,18063
15992,3053
26564,10646
18332,507
773,187
5743,3780
3324,589
2804,4401
17223,10083
24405,11599
18313,18100
23845,1169
9558,6257
44,1228
5856,26962
62,29
8529,959
6633,5072
13744,8474
23181,9192
15029,11154
162,4103
12037,9481
16701,7686
4532,1612
12279,11184
14009,6194
2396,10
19926,5691
4846,3271
9754,6300
639,7482
6745,4571
12417,9063
361,882
1614,15016
24002,5722
4223,5244
29233,25778
9206,6457
13623,8894
28620,15969
2646,1005
3075,311
7100,2454
2018,705
10313,17161
8440,6327
26219,9304
15876,22366
657,111
25139,13094
12191,11593
11439,4067
1203,484
8246,12304
2334,1949
7600,8567
2537,8412
1032,220
14702,2100
28099,24839
866,942
2236,2611
16968,10660
2484,2189
14444,4463
18204,7774
6051,15501
4453,807
16098,9003
15939,9323
18982,13342
9569,3343
26244,5658
20387,6409
6680,5900
21160,4070
12123,11318
12234,11145
6336,5851
44,340
20172,14381
28133,22599
14850,22612
754,1393
11974,10925
5060,1827
28163,15322
8401,10606
4410,332
4664,10632
28978,16783
21700,4274
13180,6455
11814,15978
25298,14555
1260,742
26471,8007
29792,409
15474,6576
6910,906
21656,4152
6043,4203
22227,6167
1160,2704
28596,1937
22411,11206
6043,2548
1725,733
238,307
7246,3155
2041,280
2072,1286
14234,14691
19066,9340
23633,22690
16465,4279
1282,9007
11649,13661
7981,885
23365,10429
23954,13721
110,88
7485,2571
21629,3436
25889,8969
6300,3931
11349,403
11955,1106
4628,501
2370,840
854,474
10697,11139
3057,898
5775,5609
10933,1581
9933,1868
5438,5045
14303,10322
27028,9763
242,421
20675,14974
22744,5657
21363,79
1081,96
13456,7226
9171,4141
4,1
2311,23
3471,911
4250,3321
21316,2923
13454,4252
24568,6195
7159,1180
22716,19389
10263,19490
3836,3605
17710,1819
19452,737
13516,5520
9420,1770
22186,12544
11680,6650
23513,4945
20075,22376
2259,1177
20091,5387
26274,24472
13713,7825
25544,9743
6545,2131
10236,5205
20703,59
10807,3054
5000,9000
20806,18659
1341,195
11629,6142
24392,21084
490,81
6351,5428
27026,22427
19517,14080
1059,511
1900,17375
10116,152
1483,527
24352,4995
21442,8430
2497,1844
22664,13081
4091,3194
337,339
11097,8523
14533,14314
19880,17186
18445,2489
4747,99
5946,3935
5498,13640
2314,1109
22144,10225
4393,4574
7981,26375
7940,6069
17422,1684
29110,11647
1376,439
28402,21111
11524,7530
24361,1581
21706,3870
22528,17871
1610,17446
801,1522
128,48
26173,21923
1669,4385
16345,700
23191,18393
13505,725
7532,25167
18103,11248
22916,14182
24912,20645
14643,8797
20474,11836
25911,8917
25712,22612
21599,3124
71,1302
13219,17006
22851,20357
4952,10900
8609,6673
659,1824
8554,1303
52,36
9863,8136
17097,8595
18251,4813
22182,19826
2257,1318
1610,743
11535,7636
27069,13215
6383,5440
7122,19899
10208,6993
11849,1437
5759,5623
425,63
2064,22708
26494,1266
27894,23128
890,156
14416,8956
887,2260
16616,308
198,183
22915,19388
18658,17465
21659,4351
3081,1998
15522,9929
10085,17830
22922,1229
1259,13353
15955,1944
70,12
7357,8614
1652,3033
8247,12977
9322,6314
17444,12178
23878,9729
1382,3870
25833,2186
26668,12063
10541,8562
18799,14576
1139,9150
27621,10974
150,2466
2124,6772
22882,18408
16619,11871
13301,8702
18231,10676
21407,5878
15063,14273
1569,573
8327,1492
2346,8040
16020,332
13365,7125
27178,15914
3871,1764
1086,2504
11201,9764
16079,2175
158,2187
6710,5843
893,962
15353,1135
3251,2368
4381,389
767,14282
41,6208
5130,17662
19478,10705
2948,36
7301,3597
10697,6903
18381,5969
22418,19014
23014,4727
8344,15682
18936,15639
21909,1099
6147,1840
17206,9473
6039,4696
25793,13758
6452,3149
1950,762
1920,441
5507,1207
21829,5873
22282,16592
14263,7688
9139,1710
12607,7121
7166,778
19719,1776
2840,2583
13715,9175
21359,18288
10313,1069
17573,10084
22602,14312
26398,2656
23278,2386
6402,404
6214,5397
4849,8948
21838,2924
1955,2130
6037,11216
7913,12068
9163,1138
7920,4856
880,3538
1367,211
12858,2555
10918,7004
4293,12172
456,1397
3684,4401
5571,13000
20638,12
11923,114
8,13
11175,4096
5464,5031
6943,3378
8830,3566
14735,14690
6278,11851
5719,19295
8180,231
12693,13823
2204,1793
632,972
18813,18894
7933,8228
5010,2155
20008,14074
281,3036
16487,9122
6735,3916
26345,14554
20649,2883
6285,6074
268,2297
7087,3808
15489,6639
24395,12201
12208,886
20084,3850
3496,2280
9527,9269
13793,6272
6519,2451
5520,4806
19485,14471
931,716
4976,4383
4864,1426
21054,12712
24879,19211
21694,9194
6958,8917
10024,3239
15961,12611
2186,10435
